gene_id,SRR31476642,SRR31476643,SRR31476644,SRR31476645,SRR31476646,SRR31476647,SRR31476648,SRR31476649,SRR31476650
ENSG00000003402,739,654,741,698,896,842,910,862,768
ENSG00000003436,3,10,8,15,12,9,11,6,9
ENSG00000003509,582,414,370,414,477,354,431,710,641
ENSG00000003756,1427,904,980,1039,756,684,716,1653,1541
ENSG00000003987,292,233,215,225,137,196,194,318,281
ENSG00000003989,582,474,395,535,817,808,889,658,612
ENSG00000004059,1292,2438,2024,2928,1318,1231,1349,1495,1708
ENSG00000004139,147,237,216,254,121,146,160,135,107
ENSG00000004142,1610,1674,1631,2235,1504,1371,1502,1708,1917
ENSG00000004399,1325,3859,3677,4380,1726,1614,1544,1432,1398
ENSG00000004455,6339,6576,5935,7220,5695,5029,5701,7670,7282
ENSG00000004468,0,4,3,5,1,1,1,3,0
ENSG00000004478,2626,2760,2476,3393,2935,2746,3233,2756,2951
ENSG00000004487,2217,2660,2362,3268,2738,2405,2682,2366,2462
ENSG00000004534,823,627,697,703,559,487,563,966,905
ENSG00000004660,111,143,118,154,48,54,40,114,132
ENSG00000004700,786,624,590,636,1539,1198,1351,1117,1121
ENSG00000004766,1011,1549,1323,1394,1485,1044,1220,1594,1649
ENSG00000004776,2,0,0,1,1,2,0,0,1
ENSG00000004777,128,164,154,179,209,177,213,160,138
ENSG00000004779,1466,1935,1499,2075,1465,1126,1396,1844,1782
ENSG00000004799,108,152,139,181,286,250,244,145,160
ENSG00000004809,0,0,0,0,0,0,0,0,0
ENSG00000004838,1,6,9,12,1,3,8,2,2
ENSG00000004846,1,2,0,7,1,0,1,1,2
ENSG00000004848,0,0,0,0,1,1,1,0,0
ENSG00000004864,3336,6043,5202,6906,2643,2598,2693,3642,3904
ENSG00000004866,570,770,667,815,752,693,817,624,589
ENSG00000004897,3536,2811,2645,2775,3148,3068,3276,4168,4037
ENSG00000004939,0,0,1,0,0,0,1,0,1
ENSG00000004948,16,1,0,1,54,36,40,14,23
ENSG00000004961,925,1041,943,1171,1080,1048,1205,975,1112
ENSG00000004975,1014,827,882,939,623,605,680,1123,1013
ENSG00000005001,337,794,543,895,510,415,562,448,506
ENSG00000005007,2606,2856,2812,3223,2611,2138,2295,3072,2689
ENSG00000005020,1230,775,621,839,1524,1558,1738,1398,1568
ENSG00000005022,6170,11407,9462,13618,11818,10750,12916,7140,8361
ENSG00000005059,212,126,96,114,479,420,491,284,296
ENSG00000005073,148,22,16,19,122,117,165,143,120
ENSG00000005075,1604,2002,1749,1878,1491,1551,1804,1757,1648
ENSG00000005100,709,612,606,781,529,516,490,704,652
ENSG00000005102,570,880,609,1095,1432,1153,1415,728,811
ENSG00000005108,16,25,17,14,16,10,16,24,20
ENSG00000005156,610,587,537,642,416,446,440,748,628
ENSG00000005175,1422,1425,1208,1413,1725,1373,1576,1707,1713
ENSG00000005187,527,690,589,707,459,381,432,618,571
ENSG00000005189,62,89,91,94,119,92,98,88,70
ENSG00000005194,1585,1084,1059,1331,1072,1021,1155,1618,1808
ENSG00000005206,648,441,361,489,395,284,400,793,661
ENSG00000005238,378,255,239,282,541,491,551,485,477
ENSG00000005243,21,21,21,26,4,8,15,17,21
ENSG00000005249,129,106,74,101,361,337,360,121,126
ENSG00000005302,601,600,610,711,530,413,522,680,704
ENSG00000005339,1011,857,1031,863,581,560,419,973,916
ENSG00000005379,1,18,10,17,0,0,0,0,0
ENSG00000005381,0,0,0,0,0,0,0,0,0
ENSG00000005421,0,0,0,5,0,0,0,1,1
ENSG00000005436,534,374,338,384,459,407,471,612,555
ENSG00000005448,202,315,277,368,205,177,180,185,186
ENSG00000005469,135,247,200,260,310,262,290,226,253
ENSG00000005471,2,4,0,2,5,2,3,0,3
ENSG00000005483,2254,2739,2683,2494,1714,1737,1597,2811,2348
ENSG00000005486,891,724,650,901,1050,919,996,965,975
ENSG00000005513,17,91,71,102,34,24,38,45,33
ENSG00000005700,2871,2484,2434,2435,2264,2115,2148,3293,3050
ENSG00000005801,518,503,498,441,445,352,432,732,646
ENSG00000005810,742,809,860,853,692,795,611,971,774
ENSG00000005812,963,834,821,821,914,826,914,1161,1190
ENSG00000005844,0,5,7,7,7,2,2,2,4
ENSG00000005882,279,238,232,325,374,351,385,335,314
ENSG00000005884,4280,4570,3946,5198,3504,3091,3132,5058,4880
ENSG00000005889,658,553,618,642,425,406,385,670,687
ENSG00000005893,5555,3855,3302,3994,5640,5759,6055,6157,6379
ENSG00000005961,1,16,7,8,17,16,17,3,2
ENSG00000005981,0,0,2,0,3,1,0,0,0
ENSG00000006007,1641,1515,1497,1951,1425,1323,1462,1639,1788
ENSG00000006015,582,633,579,946,297,251,262,591,713
ENSG00000006016,146,298,234,391,229,175,251,134,159
ENSG00000006025,129,178,175,207,145,109,167,216,200
ENSG00000006042,162,52,49,55,146,156,164,177,173
ENSG00000006047,313,414,362,405,359,341,447,369,355
ENSG00000006059,0,0,0,0,0,0,0,0,0
ENSG00000006062,392,454,458,475,631,606,625,466,381
ENSG00000006071,0,1,1,0,0,0,0,4,1
ENSG00000006116,0,0,0,0,0,0,0,0,0
ENSG00000006118,1334,2494,2162,3031,2227,1767,2134,1730,1790
ENSG00000006125,4772,4133,4160,4902,4035,3837,3833,4655,4646
ENSG00000006128,0,0,0,0,0,0,0,0,0
ENSG00000006194,1252,1079,1066,1110,933,951,975,1582,1552
ENSG00000006210,360,415,474,540,806,755,761,365,311
ENSG00000006282,595,473,403,569,323,272,365,654,587
ENSG00000006283,6,7,0,11,34,29,33,7,8
ENSG00000006327,6084,3833,4215,3790,2727,2784,3300,7002,6092
ENSG00000006377,161,250,236,307,144,129,138,170,169
ENSG00000006432,596,912,944,1060,1101,943,904,721,629
ENSG00000006451,2443,2527,2182,2529,2550,2320,2677,2819,2934
ENSG00000006453,2109,2035,2089,2672,1913,1642,1930,1929,2019
ENSG00000006459,363,419,442,466,360,311,331,338,373
ENSG00000006468,12,3,2,6,11,8,9,10,10
ENSG00000006530,1052,1352,1218,1271,874,811,885,1434,1268
ENSG00000006534,1524,633,690,713,877,891,892,1819,1745
ENSG00000006555,11,105,83,107,75,64,81,20,29
ENSG00000006576,538,637,535,710,705,666,823,556,612
ENSG00000006606,3,17,13,17,55,55,64,7,4
ENSG00000006607,958,526,544,562,795,737,731,1024,896
ENSG00000006611,1,1,5,4,0,4,7,0,0
ENSG00000006625,1634,2152,1814,2493,2441,2213,3010,2018,2115
ENSG00000006634,1116,1729,1299,1779,1615,1543,1713,1230,1267
ENSG00000006638,2,0,0,0,6,5,4,2,1
ENSG00000006652,9873,7568,6488,7568,5941,5153,5539,12367,13098
ENSG00000006659,10,22,20,19,12,11,8,29,16
ENSG00000006695,278,291,291,321,353,323,316,301,312
ENSG00000006704,981,489,599,640,644,531,558,904,867
ENSG00000006712,2031,1260,1271,1408,1689,1402,1644,2033,1778
ENSG00000006715,3340,3493,2860,3656,4504,3828,4140,4364,4656
ENSG00000006740,5,6,6,4,3,2,6,12,7
ENSG00000006744,891,929,922,1162,906,867,858,1000,876
ENSG00000006747,1,6,0,2,2,0,4,1,0
ENSG00000006756,1266,893,916,1000,547,553,520,1221,1287
ENSG00000006757,456,366,340,393,170,172,168,508,519
ENSG00000006788,0,0,0,0,0,0,0,0,0
ENSG00000006831,1748,1672,1558,1979,2197,2278,2467,1998,2075
ENSG00000006837,87,99,86,98,149,127,163,119,130
ENSG00000007001,0,3,0,0,1,0,0,1,0
ENSG00000007038,176,238,228,305,139,113,152,199,164
ENSG00000007047,710,517,523,651,940,735,843,744,742
ENSG00000007062,29,929,791,1069,143,105,113,20,33
ENSG00000007080,1355,1336,1272,1562,1239,1140,1433,1416,1340
ENSG00000007129,0,0,0,1,0,0,0,0,0
ENSG00000007168,2585,2173,2036,2757,2121,1902,2259,2866,2846
ENSG00000007171,0,0,0,1,0,0,0,0,0
ENSG00000007174,0,1,0,0,0,1,0,2,3
ENSG00000007202,1743,2410,2183,2694,2226,2029,1721,1805,1949
ENSG00000007216,0,0,0,0,0,0,0,0,0
ENSG00000007237,37,51,46,61,50,61,64,35,17
ENSG00000007255,697,736,607,839,478,470,574,877,854
ENSG00000007264,45,98,58,95,98,76,92,69,63
ENSG00000007306,0,0,0,0,0,0,0,0,0
ENSG00000007312,1,9,10,5,20,12,21,2,1
ENSG00000007314,80,67,49,53,76,64,62,83,50
ENSG00000007341,296,243,206,243,212,228,233,344,389
ENSG00000007350,12,3,0,1,7,2,5,15,20
ENSG00000007372,296,220,172,187,303,318,294,272,239
ENSG00000007376,809,1052,919,1319,1072,840,1034,928,841
ENSG00000007384,251,191,217,244,269,198,235,276,242
ENSG00000007392,519,228,247,245,248,167,242,559,450
ENSG00000007402,11,9,17,27,30,29,23,16,8
ENSG00000007516,272,290,210,320,214,189,239,318,301
ENSG00000007520,779,813,682,1052,723,589,728,885,906
ENSG00000007541,970,829,810,935,381,354,362,1115,1138
ENSG00000007545,470,419,450,501,448,335,344,486,413
ENSG00000007866,522,601,658,657,475,392,464,550,476
ENSG00000007908,0,0,0,0,0,0,0,0,0
ENSG00000007923,1490,1376,1293,1654,1549,1328,1457,1556,1612
ENSG00000007933,0,0,0,0,0,0,0,0,0
ENSG00000007944,682,765,665,854,648,642,711,779,736
ENSG00000007952,31,21,9,15,16,15,30,18,31
ENSG00000007968,90,134,174,146,186,138,146,102,99
ENSG00000008018,4342,4150,3181,4396,4728,3558,4749,5252,5625
ENSG00000008056,23,47,45,61,70,60,61,31,28
ENSG00000008083,755,769,808,823,749,621,656,714,655
ENSG00000008086,173,181,199,204,155,193,169,263,214
ENSG00000008118,1,1,0,0,0,0,3,2,1
ENSG00000008128,690,516,465,550,684,579,695,733,656
ENSG00000008130,1108,769,695,1086,603,536,689,1198,1201
ENSG00000008196,0,0,0,0,0,0,0,0,0
ENSG00000008197,0,0,0,0,0,0,0,1,0
ENSG00000008226,236,236,239,285,145,148,185,272,219
ENSG00000008256,1847,1030,1068,1109,1173,1187,1250,1979,1771
ENSG00000008277,8,11,6,10,25,11,19,13,14
ENSG00000008282,3842,5068,3852,5097,4555,4012,4540,4691,4894
ENSG00000008283,1502,1010,1059,1178,639,654,665,1551,1648
ENSG00000008294,2275,1107,984,1154,2222,2081,2088,2669,2533
ENSG00000008300,36,107,107,128,140,74,85,56,34
ENSG00000008311,51,13,9,29,57,65,61,56,46
ENSG00000008323,74,153,135,184,41,36,64,64,76
ENSG00000008324,306,338,261,342,467,362,444,429,451
ENSG00000008382,243,354,294,404,171,186,191,238,228
ENSG00000008394,1939,1240,854,1250,2835,2306,2924,2243,2568
ENSG00000008405,539,622,585,714,625,565,565,586,513
ENSG00000008438,0,0,0,0,2,0,2,3,0
ENSG00000008441,530,497,477,467,647,498,590,559,538
ENSG00000008513,843,1286,1479,1504,1027,1031,965,866,858
ENSG00000008516,10,17,18,17,17,6,14,24,23
ENSG00000008517,905,220,225,271,2277,1951,2483,892,817
ENSG00000008710,2010,1008,1060,1070,1320,1040,1019,2288,1781
ENSG00000008735,200,193,190,271,439,325,350,223,204
ENSG00000008838,784,720,659,809,764,665,726,961,863
ENSG00000008853,357,288,288,368,401,345,388,424,415
ENSG00000008869,688,644,535,643,463,447,427,839,693
ENSG00000008952,7593,5122,4577,4850,7061,6300,7011,9644,9255
ENSG00000008988,18292,19770,15960,21790,24752,17034,22260,25323,27643
ENSG00000009307,12025,12129,10725,12434,10309,10228,10526,13684,14453
ENSG00000009335,2086,2011,1887,2392,2018,1995,2069,2313,2230
ENSG00000009413,984,997,1084,1011,523,565,501,1267,1133
ENSG00000009694,15,21,39,43,18,13,23,26,24
ENSG00000009709,0,0,0,0,0,0,0,0,0
ENSG00000009724,152,202,165,230,195,170,189,220,207
ENSG00000009765,0,1,0,1,0,2,2,2,0
ENSG00000009780,222,188,165,194,227,233,246,271,286
ENSG00000009790,39,36,48,46,39,19,22,39,54
ENSG00000009830,404,511,436,580,289,311,307,485,458
ENSG00000009844,1968,1640,1322,1373,2414,2018,2284,2491,2628
ENSG00000009950,23,33,32,32,27,27,33,32,30
ENSG00000009954,2745,2061,2411,2496,1879,1876,1811,3157,2966
ENSG00000010017,2791,2680,2591,2746,2517,2695,2828,3002,2762
ENSG00000010030,8,4,13,4,24,14,10,9,10
ENSG00000010072,1088,801,715,761,885,830,799,1362,1410
ENSG00000010165,1739,1394,1402,1595,1644,1518,1704,1918,1945
ENSG00000010219,151,72,75,68,85,87,118,183,169
ENSG00000010244,5011,3718,3706,3723,3642,3446,3730,5120,4625
ENSG00000010256,3352,3811,3133,4214,3099,2464,3102,3803,4307
ENSG00000010270,938,1115,862,1046,1688,1423,1787,1182,1218
ENSG00000010278,2085,3849,2682,3866,3679,3313,4287,2948,2924
ENSG00000010282,0,0,0,0,0,1,0,0,0
ENSG00000010292,787,1214,1134,1486,1778,1460,1436,884,859
ENSG00000010295,0,3,4,1,15,4,7,2,1
ENSG00000010310,50,28,32,30,47,31,39,60,38
ENSG00000010318,27,33,38,41,26,21,26,38,35
ENSG00000010319,16,74,42,68,12,9,9,24,17
ENSG00000010322,722,968,852,1094,750,595,679,877,772
ENSG00000010327,86,237,194,261,69,72,78,67,72
ENSG00000010361,169,438,405,591,177,171,239,179,194
ENSG00000010379,4,8,6,3,0,3,4,0,2
ENSG00000010404,853,876,760,971,878,775,852,959,877
ENSG00000010438,2,3,6,2,3,1,2,1,4
ENSG00000010539,231,236,205,231,308,239,281,258,243
ENSG00000010610,0,12,8,12,1,1,1,0,0
ENSG00000010626,114,123,92,170,138,130,156,144,153
ENSG00000010671,3,4,2,3,9,8,4,0,3
ENSG00000010704,493,358,340,436,353,403,387,582,568
ENSG00000010803,674,396,448,450,250,250,247,690,640
ENSG00000010810,210,201,203,245,150,137,165,179,179
ENSG00000010818,538,479,502,454,779,638,537,578,531
ENSG00000010932,32,62,66,71,74,37,84,54,61
ENSG00000011007,1469,975,1034,1157,976,918,984,1410,1312
ENSG00000011009,1523,1980,1710,2421,1818,1524,2122,1879,1754
ENSG00000011021,195,244,231,241,257,220,272,236,163
ENSG00000011028,179,46,36,69,304,243,276,248,219
ENSG00000011052,10384,8396,7316,9045,13526,10366,13048,12911,13841
ENSG00000011083,0,0,0,0,0,0,0,0,0
ENSG00000011105,643,753,660,883,768,712,799,744,752
ENSG00000011114,1005,864,883,955,793,789,772,1234,1130
ENSG00000011132,420,259,209,233,348,346,388,517,521
ENSG00000011143,230,197,186,224,166,203,213,271,296
ENSG00000011198,691,554,480,529,703,617,691,775,799
ENSG00000011201,7,20,8,20,2,8,7,3,3
ENSG00000011243,1316,888,863,1107,1431,1198,1425,1478,1369
ENSG00000011258,451,487,372,526,567,463,572,588,572
ENSG00000011260,1530,659,728,854,1825,1541,1797,1765,2060
ENSG00000011275,1380,886,880,1039,835,682,787,1454,1443
ENSG00000011295,1629,1340,1361,1599,1001,922,970,1850,1934
ENSG00000011304,6359,4351,4377,4953,5627,5107,5776,6228,5410
ENSG00000011332,60,56,72,80,71,65,100,60,38
ENSG00000011347,231,595,588,727,383,356,378,267,264
ENSG00000011376,312,452,409,560,381,342,322,316,327
ENSG00000011405,2371,2229,1931,2094,2764,2562,2482,3189,2815
ENSG00000011422,151,214,203,324,922,898,1093,196,188
ENSG00000011426,2862,4505,3663,4205,9811,7831,8417,3986,3443
ENSG00000011451,1481,1273,1308,1336,881,919,858,1603,1371
ENSG00000011454,1639,1165,1148,1419,1347,1343,1309,1826,1793
ENSG00000011465,0,0,0,1,1,1,0,2,0
ENSG00000011478,309,263,274,342,211,218,250,260,296
ENSG00000011485,1098,1135,1148,1505,1345,1294,1430,1264,1211
ENSG00000011523,312,258,260,295,179,230,263,296,322
ENSG00000011566,3546,3020,2826,3280,2960,2804,2995,4115,3804
ENSG00000011590,2,1,1,2,1,2,1,0,0
ENSG00000011600,0,0,0,0,0,0,1,0,0
ENSG00000011638,79,57,61,74,347,298,374,106,68
ENSG00000011677,3,3,3,1,5,2,2,0,4
ENSG00000012048,712,400,354,387,694,741,594,1039,925
ENSG00000012061,1472,1080,1132,1368,1081,985,1191,1692,1624
ENSG00000012124,2,9,13,13,9,18,11,2,8
ENSG00000012171,706,621,694,826,297,318,363,818,708
ENSG00000012174,1412,1376,1163,1453,1049,984,1005,1694,1804
ENSG00000012211,711,1006,951,1054,944,973,1114,744,668
ENSG00000012223,0,4,2,3,11,20,21,4,0
ENSG00000012232,1184,1018,769,1141,1546,1346,1338,1297,1433
ENSG00000012504,5,1,3,3,2,8,3,3,5
ENSG00000012660,2291,1983,1664,2208,2671,2599,2913,2365,2491
ENSG00000012779,0,1,0,0,0,0,1,0,0
ENSG00000012817,0,0,0,0,0,0,0,0,0
ENSG00000012822,1016,524,492,492,803,915,861,1207,1049
ENSG00000012963,657,627,644,803,1004,1055,1122,727,686
ENSG00000012983,1491,1536,1329,1471,1178,1192,1249,1709,1607
ENSG00000013016,113,264,270,265,126,124,112,105,137
ENSG00000013275,4223,3002,2944,3609,3800,3577,3851,4002,4394
ENSG00000013288,404,353,370,441,336,261,248,472,440
ENSG00000013293,0,0,1,0,1,0,3,0,1
ENSG00000013297,456,10,3,7,1773,1728,2072,491,490
ENSG00000013306,3484,3663,3368,4637,2747,2451,2981,3687,3813
ENSG00000013364,2394,1794,1661,2060,3094,2309,2959,2835,2836
ENSG00000013374,2665,2180,2319,2568,2021,1957,2093,2838,2852
ENSG00000013375,2153,1306,1130,1125,2509,2092,2150,2852,2721
ENSG00000013392,415,257,206,224,317,283,345,505,508
ENSG00000013441,1862,1336,1102,1312,1102,763,1030,2414,2028
ENSG00000013503,578,694,733,754,315,307,300,631,684
ENSG00000013523,465,496,415,605,389,421,394,525,485
ENSG00000013561,3038,2920,2900,3544,2310,2137,2335,3561,4050
ENSG00000013563,502,618,583,723,716,647,724,587,574
ENSG00000013573,650,678,646,730,547,458,570,878,687
ENSG00000013583,543,464,437,624,588,537,670,547,702
ENSG00000013588,857,648,605,762,1811,1516,1936,926,869
ENSG00000013619,16,22,28,29,79,59,51,11,17
ENSG00000013725,0,2,6,3,3,1,3,0,0
ENSG00000013810,987,1080,1218,1455,1478,1243,1428,1036,971
ENSG00000014123,1598,1018,910,996,1044,970,907,2186,1925
ENSG00000014138,662,595,599,735,673,552,636,729,659
ENSG00000014164,832,661,757,750,824,678,723,857,826
ENSG00000014216,2952,3059,2742,3463,3550,2830,3267,3477,3484
ENSG00000014257,43,163,146,159,38,51,42,58,52
ENSG00000014641,4162,5826,4513,5842,7766,5328,6930,5505,5873
ENSG00000014824,2223,2423,1896,2118,1666,1440,1553,3050,3021
ENSG00000014914,207,170,139,178,473,428,490,218,194
ENSG00000014919,805,850,839,1095,627,521,616,806,814
ENSG00000015133,780,938,926,992,647,560,524,859,721
ENSG00000015153,652,582,655,585,778,636,764,835,661
ENSG00000015171,2509,2225,2180,2398,1471,1621,1519,2841,2833
ENSG00000015285,10,11,0,12,22,11,17,10,11
ENSG00000015413,1,12,10,17,2,0,0,0,0
ENSG00000015475,1255,1031,888,1100,2992,2768,3344,1370,1488
ENSG00000015479,10576,11603,9542,11035,10276,7998,9048,14062,13537
ENSG00000015520,0,4,6,4,15,8,12,1,1
ENSG00000015532,487,310,285,343,561,523,533,547,491
ENSG00000015568,2731,2443,2056,2467,3002,2626,2506,3753,3361
ENSG00000015592,0,0,0,0,0,0,0,0,0
ENSG00000015676,2045,1904,1895,2364,1712,1614,1748,2313,2342
ENSG00000016082,90,54,47,44,166,147,147,113,114
ENSG00000016391,53,220,202,249,48,42,56,49,51
ENSG00000016402,6,26,16,34,7,0,7,4,5
ENSG00000016490,0,0,0,0,0,0,0,0,0
ENSG00000016602,0,0,0,0,0,0,0,0,0
ENSG00000016864,657,804,671,894,457,433,480,860,808
ENSG00000017260,2212,3444,2695,3469,3030,2603,2956,2692,2906
ENSG00000017427,0,0,0,0,0,0,0,0,0
ENSG00000017483,1,2,0,8,0,1,1,3,5
ENSG00000017797,1846,1740,1605,2110,2110,1979,2163,1909,2216
ENSG00000018189,350,285,303,301,229,240,215,416,373
ENSG00000018236,2,12,9,10,2,0,2,2,0
ENSG00000018280,2,14,5,6,4,2,2,3,2
ENSG00000018408,1302,1434,1427,1825,2542,2271,2676,1424,1480
ENSG00000018510,3790,1853,1544,1832,3461,3075,3183,4828,4996
ENSG00000018607,2,8,6,0,4,2,1,7,4
ENSG00000018610,882,937,735,972,1199,983,1265,1151,1189
ENSG00000018625,9,2,5,5,7,7,5,7,6
ENSG00000018699,868,786,682,848,832,771,805,1012,1010
ENSG00000018869,81,137,144,106,39,57,51,94,106
ENSG00000019102,2,3,2,5,4,4,5,4,0
ENSG00000019144,1978,2097,2160,2458,2333,1955,2112,2326,2050
ENSG00000019169,0,0,0,0,0,0,0,0,0
ENSG00000019186,2,19,7,25,26,37,32,1,1
ENSG00000019485,152,158,182,180,122,125,124,175,155
ENSG00000019505,69,737,658,873,469,357,423,91,73
ENSG00000019549,1,0,0,0,0,0,0,0,1
ENSG00000019582,514,843,710,1010,1995,1904,2074,576,534
ENSG00000019991,0,0,0,0,0,0,0,1,0
ENSG00000019995,1310,1281,1234,1440,1286,1237,1377,1588,1674
ENSG00000020129,1021,725,734,868,577,512,608,1169,969
ENSG00000020181,182,167,173,181,152,124,127,228,226
ENSG00000020219,0,0,0,0,0,0,0,2,1
ENSG00000020256,489,560,568,636,310,350,335,496,525
ENSG00000020426,1788,1115,912,999,1595,1155,1406,2370,2348
ENSG00000020577,995,477,621,637,1069,880,852,1128,1017
ENSG00000020633,97,130,128,153,125,117,139,148,89
ENSG00000020922,1079,1407,1155,1483,2001,1654,1898,1449,1436
ENSG00000021300,55,50,45,71,51,65,60,59,59
ENSG00000021355,2032,1694,1696,1884,1633,1537,1648,2286,2278
ENSG00000021461,0,0,0,0,0,0,0,0,0
ENSG00000021488,6,0,1,0,1,2,3,5,2
ENSG00000021574,503,461,399,504,513,462,580,620,622
ENSG00000021645,0,21,18,26,2,0,0,3,1
ENSG00000021762,103,153,119,166,173,133,163,93,102
ENSG00000021776,1178,1354,1180,1314,888,901,778,1363,1498
ENSG00000021826,15,13,15,13,12,11,11,16,8
ENSG00000021852,0,0,0,0,0,0,0,0,0
ENSG00000022267,800,738,608,811,1963,1754,2017,829,741
ENSG00000022277,3377,3571,3492,4235,4022,3126,4082,3521,3609
ENSG00000022355,0,0,0,3,0,0,0,1,0
ENSG00000022556,77,74,77,87,122,91,104,110,116
ENSG00000022567,666,841,722,1001,656,621,593,752,713
ENSG00000022840,2217,2839,2829,3403,2374,2113,2355,2418,2394
ENSG00000022976,312,356,368,427,213,210,271,350,333
ENSG00000023041,758,964,699,960,2060,2039,2234,853,772
ENSG00000023171,4,0,2,2,33,31,35,4,12
ENSG00000023191,2582,2069,1954,2477,2105,1780,2156,2982,2819
ENSG00000023228,3184,2490,2239,2520,2513,2158,2531,3398,3574
ENSG00000023287,3076,2175,1997,1986,2575,2343,2245,3922,3874
ENSG00000023318,2983,1890,1719,1970,2287,2180,2598,2929,2988
ENSG00000023330,1449,1762,1764,2095,1706,1554,1651,1578,1522
ENSG00000023445,143,96,76,84,2248,1980,2144,203,162
ENSG00000023516,1119,849,837,860,782,922,809,1488,1194
ENSG00000023572,1166,618,641,689,755,698,884,1298,1212
ENSG00000023608,2727,634,604,606,7009,6043,6564,3183,3542
ENSG00000023697,646,721,592,809,1032,927,1113,814,834
ENSG00000023734,3741,3715,3283,4481,3900,3593,4142,4018,4361
ENSG00000023839,17,12,11,9,35,21,30,25,11
ENSG00000023892,131,262,199,282,311,271,374,167,127
ENSG00000023902,238,392,287,421,523,409,559,235,222
ENSG00000023909,3066,1056,951,1189,2013,1957,2279,2996,3101
ENSG00000024048,949,903,842,1018,1085,1026,973,1088,1079
ENSG00000024422,6,14,18,19,4,1,3,1,6
ENSG00000024526,2304,2345,2000,2472,2835,2688,2882,2579,2409
ENSG00000024862,164,106,85,114,159,109,146,192,174
ENSG00000025039,810,713,630,789,1204,1028,1293,957,1136
ENSG00000025156,464,402,391,397,517,417,486,624,618
ENSG00000025293,1601,2027,1876,2384,1929,1800,1887,1806,1855
ENSG00000025423,24,42,39,53,31,30,35,24,20
ENSG00000025434,103,97,80,123,136,121,157,112,86
ENSG00000025708,179,70,64,95,161,156,169,187,220
ENSG00000025770,1645,1397,1259,1641,1838,1596,1874,1837,1846
ENSG00000025772,1478,1429,1356,1605,1166,1191,1227,1520,1703
ENSG00000025796,3098,2699,2450,2825,2605,2565,2630,3372,3447
ENSG00000025800,2196,1771,1825,1990,2300,2424,2400,2329,2441
ENSG00000026025,4516,354,295,414,8584,6537,8708,4509,4158
ENSG00000026036,306,412,377,442,233,208,262,364,255
ENSG00000026103,199,140,123,154,776,647,698,244,224
ENSG00000026297,508,1731,1386,1953,750,698,755,680,625
ENSG00000026508,511,160,123,163,2421,2198,2535,455,458
ENSG00000026559,385,646,554,748,340,289,309,411,363
ENSG00000026652,163,122,136,167,287,240,264,177,142
ENSG00000026751,4,4,7,8,21,34,44,4,6
ENSG00000026950,87,106,69,90,286,276,288,133,116
ENSG00000027001,439,363,342,447,194,171,190,570,527
ENSG00000027075,949,981,879,1049,1017,946,1008,1059,1191
ENSG00000027644,2,1,0,0,0,0,1,2,0
ENSG00000027697,889,634,547,565,844,805,910,1045,971
